ID,Domain,LLM,Target_Planner,Iteration,Validation_Status,V4_Failure_Detail,Coverage,Avg_Run_Wall_s,Avg_StatesExpanded,IPC_Score,Delta_vs_Baseline,Improved,Delta_vs_Previous,Is_Best_So_Far,LLM_Rationale,Termination_Reason,LLM_Input_Tokens,LLM_Output_Tokens,Domain_File_Path,Timestamp
52,depots,deepseek-reasoner,bfws,3,VALID,N/A,1.0,1.4968541333333332,4497,14.792489364935735,1.0041206400781224,True,-0.17550324390626315,False,"I reorder predicates to prioritize goal-relevant ""on"" and ""clear"" first, and within actions I place the most goal-proximal precondition first (e.g., ""clear"" before ""lifting"" in Drop, ""in"" before ""available"" in Unload) and goal-achieving effects first (e.g., ""on"" then ""clear"" in Drop), to guide the H_Add_Rp_Fwd backward trace toward tighter #r counts and more discriminating novelty evaluation, potentially reducing state expansions while maintaining low runtime.",MAX_ITER,2857,3143,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/depots/depots_deepseek-r1_Feedback_bfws_iter3.pddl,2026-05-25T00:42:27.749338
53,depots,deepseek-reasoner,madagascar,1,VALID,N/A,1.0,0.6507565999999999,0,14.387849416651754,-0.5536884380461127,False,-0.5177546566115439,False,"My strategy prioritizes goal-related predicates (on, in, clear) first to receive low SAT IDs for the backward-chaining heuristic, and groups mutually exclusive predicates (on and in) adjacently to accelerate binary mutex detection. Actions that directly achieve goal predicates (Drop, Load) are placed before supporting actions (Lift, Unload) and then Drive, focusing the CDCL solver’s initial variable evaluations on the most productive actions.",N/A,2575,3730,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/depots/depots_deepseek-r1_Feedback_madagascar_iter1.pddl,2026-05-25T00:43:06.271659
54,depots,deepseek-reasoner,madagascar,2,VALID,N/A,1.0,0.6239127999999999,0,14.608247177501896,-0.27861084607049336,False,0.22039776085014218,False,"My strategy reverses the previous approach to give goal-related predicates (on, in) and goal-achieving actions (Drop, Load) the highest SAT variable IDs, causing the backward-chaining heuristic to evaluate them later. This allows the CDCL solver to first satisfy common preconditions (via at, available, lifting) through unit propagation and conflict-driven learning, reducing premature conflicts and improving convergence speed.",N/A,2739,4697,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/depots/depots_deepseek-r1_Feedback_madagascar_iter2.pddl,2026-05-25T00:43:52.836073
55,depots,deepseek-reasoner,madagascar,3,VALID,N/A,1.0,0.5917709333333333,0,14.741266800063032,-0.1331794295402735,False,0.13301962256113598,False,"My strategy reorders actions to give goal-achieving actions (Drop, Load) moderate variable IDs while giving the central supporting action (Lift) a lower ID, aligning with the typical plan structure where Lift is a common subgoal. This balanced ID assignment should prevent premature focusing on goal achievers while still prioritizing the most frequently needed supporting action, potentially improving unit propagation and conflict-driven learning.",MAX_ITER,2852,6842,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/depots/depots_deepseek-r1_Feedback_madagascar_iter3.pddl,2026-05-25T00:44:57.468822
56,barman,gemini-3.1-pro-preview-customtools,madagascar,3,VALID,N/A,0.26666666666666666,152.17842375,0,3.31210939357534,-0.6878906064246602,False,-0.8228447495052231,False,"To further optimize Madagascar's backward-chaining heuristic and fixpoint invariant discovery, predicates are strictly grouped by mutually exclusive object properties (container states, hand states, shaker states) to accelerate binary mutex extraction. Actions and their preconditions are ordered to perfectly reflect the causal graph from the primary goal (`contains`) down to basic hand movements, with preconditions sorted from static to complex dynamic states to maximize unit propagation efficiency.",MAX_ITER,4130,1757,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/barman/barman_gemini-3.1-pro_Feedback_madagascar_iter3.pddl,2026-05-25T01:37:13.067685
57,depots,gemini-3.1-pro-preview-customtools,lama,1,VALID,N/A,1.0,1.9545558666666665,8001,14.97393250648845,0.29755795078349656,True,0.026300475703699533,True,"To further optimize LAMA's performance, actions are ordered strictly by precondition count (Drive, Load, Unload, Drop, Lift) to prioritize simpler actions during greedy best-first search. Within preconditions, highly restrictive structural predicates (`on`, `in`, `lifting`) are placed first, immediately followed by spatial `at` constraints to ensure fast applicability short-circuiting before evaluating less restrictive status flags (`clear`, `available`).",N/A,2559,638,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_Feedback_lama_iter1.pddl,2026-05-25T01:38:31.808443
58,barman,gpt-5.4-2026-03-05,madagascar,2,VALID,N/A,0.26666666666666666,133.733261,0,3.543170763222358,-0.45682923677764187,False,1.2264981242340869,True,"I prioritize restoring baseline-like solvability by keeping foundational manipulation and support structure early, while only modestly advancing broadly goal-relevant content predicates and transfer actions so Madagascar’s backward-chaining is not overcommitted to narrow late-stage choices. I also group closely related predicates for mutex discovery and order action preconditions/effects to favor simple propagation without aggressively reshaping the causal backbone that likely supported the baseline’s better coverage.",N/A,3632,1572,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/barman/barman_gpt-5.4_Feedback_madagascar_iter2.pddl,2026-05-25T01:39:25.720970
59,depots,gemini-3.1-pro-preview-customtools,lama,2,VALID,N/A,1.0,1.9351344666666668,8001,14.964098563089731,0.3475098899942338,True,-0.009833943398719569,False,"To further optimize LAMA's translation and grounding phases, the static predicate `(at ?x ?p)` for hoists has been moved to the very beginning of the precondition blocks in `Load`, `Unload`, `Drop`, and `Lift`, enabling immediate applicability short-circuiting and drastically reducing the number of instantiated actions. Following this static constraint, preconditions are strictly ordered by restrictiveness (structural `lifting`/`in`/`on`, then spatial `at`, then status flags) to accelerate failure detection, while actions remain ordered by precondition count to prioritize simpler operators during the initial greedy best-first search.",N/A,2744,676,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_Feedback_lama_iter2.pddl,2026-05-25T01:39:46.239944
60,depots,gemini-3.1-pro-preview-customtools,lama,3,VALID,N/A,1.0,1.9740988666666666,8001,14.855460665859574,0.09358492259225959,True,-0.10863789723015671,False,"To further optimize LAMA's Translation module (grounding phase), preconditions have been reordered to create a perfect forward-chaining variable binding sequence (e.g., in `Unload` and `Lift`, spatial `at` predicates now immediately follow the static hoist location to bind objects before applying structural `in`/`on` constraints), eliminating cross-products and minimizing intermediate join sizes. Actions remain ordered by precondition count to prioritize simpler operators during search, and effects maintain their strict add-before-delete and goal-relevant-first ordering to accelerate FF heuristic cost propagation.",MAX_ITER,2933,674,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_Feedback_lama_iter3.pddl,2026-05-25T01:41:36.814475
61,barman,claude-opus-4-6,madagascar,2,VALID,N/A,0.13333333333333333,178.9947425,0,1.4072998450838956,-2.5927001549161046,False,-1.855832844030142,False,"My reordering strategy returns to a structure closer to the baseline by placing predicates in their original order but grouping mutual exclusions tightly, and ordering actions to match the natural forward causal chain (grasp→fill→pour-to-shaker→shake→pour-to-shot→leave→cleanup), which aligns with Madagascar's ∃-step parallel encoding by reducing cross-step dependencies between action variable IDs. This reverses the Iteration 1 approach of front-loading goal-achieving actions, which likely caused the backward-chaining heuristic to make premature commitments on pour-shaker-to-shot before subgoal infrastructure was properly propagated, leading to more conflicts and slower solving.",N/A,4434,2009,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_Feedback_madagascar_iter2.pddl,2026-05-25T01:45:02.072532
62,depots,gemini-3.1-pro-preview-customtools,decstar,1,VALID,N/A,0.9333333333333333,5.697189142857143,50056,13.703749817755904,-0.2835786744016112,False,13.703749817755904,True,"This reordering strategy prioritizes the isolation of crate-manipulation subsystems by placing single-object predicates and localized actions (Lift, Drop) first, while demoting cross-subsystem interactions and truck movements (Drive) to the end. Preconditions and effects within each action are also sorted to evaluate leaf-variable (crate) states before shared center-variable (truck, hoist, location) states, optimizing DecStar's Causal Graph analysis and accelerating leaf-local Dijkstra pricing.",N/A,1730,655,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_Feedback_decstar_iter1.pddl,2026-05-25T01:45:21.660687
63,depots,gemini-3.1-pro-preview-customtools,decstar,2,VALID,N/A,0.9333333333333333,5.722154928571429,50056,13.642450385564956,-0.3575496144350442,False,-0.06129943219094791,False,"This reordering strategy prioritizes the isolation of trucks as independent leaf subsystems by placing the truck-exclusive `Drive` action and truck-related predicates first, while demoting highly entangled crate-stacking actions (`Lift`, `Drop`) and predicates (`on`, `clear`) to the end. By structuring preconditions and effects to evaluate leaf-variable (truck) states before shared center-variable (hoist, crate) states, it ensures DecStar's factoring engine correctly identifies trucks as leaves, maximizing combinatorial compression and accelerating leaf-local Dijkstra pricing.",N/A,2719,668,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_Feedback_decstar_iter2.pddl,2026-05-25T01:49:35.525908
64,depots,gemini-3.1-pro-preview-customtools,decstar,3,VALID,N/A,0.9333333333333333,5.760466642857142,50056,13.640287711525842,-0.358480517140249,False,-0.0021626740391145205,False,"This reordering strategy establishes Crates as the highly-entangled Center and Trucks, Hoists, and Surfaces as independent Leaves by placing the truck-exclusive `Drive` action first, followed by intra-subsystem actions (`Lift`, `Drop`), and demoting inter-subsystem coordinating actions (`Load`, `Unload`) to the end. Within each action, preconditions and effects are sorted to evaluate and apply Leaf variables (e.g., `available`, `clear`, `at` for trucks/hoists) before Center variables (e.g., `in`, `on`, `lifting`), accelerating DecStar's InteractionGraph analysis and leaf-local Dijkstra pricing.",MAX_ITER,2895,694,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_Feedback_decstar_iter3.pddl,2026-05-25T01:54:18.673205
65,depots,gemini-3.1-pro-preview-customtools,bfws,1,VALID,N/A,1.0,1.5414419333333333,4497,14.749119240495315,0.9197277733863061,True,-0.25088075950468536,False,"To further optimize the domain for BFWS-Preference, I reordered the actions to prioritize `Drop` (achieves the primary goal `on`) and `Lift` (achieves the secondary goal/enabler `clear`), followed by `Load`, `Unload`, and `Drive`, ensuring that goal-achieving and goal-enabling actions receive the lowest C++ IDs for optimal tie-breaking in `H_Add_Rp_Fwd`. Additionally, I reordered predicates, preconditions, and effects to place goal-proximal fluents (`on`, `clear`, `lifting`) before location and state fluents (`at`, `available`), which guides the relaxed plan's backward trace and forward reachability more directly toward goal-relevant facts, tightening the bucket assignments and improving novelty discrimination.",N/A,2633,720,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_Feedback_bfws_iter1.pddl,2026-05-25T01:55:21.936642
66,depots,gemini-3.1-pro-preview-customtools,bfws,2,VALID,N/A,1.0,1.5373546666666664,4377,14.763142248919845,0.895133858428485,True,0.014023008424530303,False,"To further reduce states expanded and optimize tie-breaking, I reordered the actions to strictly follow the backward-chaining sequence from the primary goal: `Drop` (achieves `on`), `Unload` (achieves `lifting` from transport), `Load` (achieves `in`), `Lift` (achieves `lifting` from start), and `Drive`. This ensures that `H_Add_Rp_Fwd` prioritizes unloading transported crates over lifting new ones, while goal-proximal predicates (`on`, `in`, `clear`) and their corresponding add-effects are placed first to tighten bucket assignments and improve novelty discrimination.",N/A,2921,690,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_Feedback_bfws_iter2.pddl,2026-05-25T01:56:47.889186
67,ricochet-robots,deepseek-reasoner,lama,1,VALID,N/A,0.4,182.1529528333333,1380368,5.994724492418012,0.016474843573522024,True,-0.005275507581988137,False,"We reorder predicates to put goal-relevant and dynamic predicates first to improve mutex discovery and landmark ordering. We reorder actions by increasing precondition count and place enabling actions first, and reorder preconditions within each action to place static and most restrictive conditions first for faster applicability testing and better heuristic guidance.",N/A,2405,3542,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/ricochet-robots/ricochet-robots_deepseek-r1_Feedback_lama_iter1.pddl,2026-05-25T01:57:58.393198
68,depots,gemini-3.1-pro-preview-customtools,bfws,3,VALID,N/A,1.0,1.4970892666666666,4377,14.664152572716345,0.9603545399137005,True,-0.09898967620349985,False,"To further optimize the search and reduce states expanded, I reordered the actions to prioritize `Drop` and `Lift` (which directly achieve the primary goal `on` and its critical subgoal `clear`), followed by the transport actions `Unload`, `Load`, and `Drive`, ensuring the relaxed plan's backward trace strongly prefers local crate manipulation before falling back to truck transport. Additionally, I restructured the predicates and preconditions to place `lifting` and `clear` before location fluents, guiding `H_Add_Rp_Fwd` to resolve crate acquisition and destination clearing before routing, which tightens bucket assignments and improves novelty discrimination.",MAX_ITER,3118,681,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_Feedback_bfws_iter3.pddl,2026-05-25T01:58:18.930674
69,depots,gemini-3.1-pro-preview-customtools,madagascar,1,VALID,N/A,1.0,0.5962188666666666,0,14.767027582942374,-0.10614978724437207,False,-0.23297241705762595,False,"I reordered the domain to prioritize goal predicates (`on`, `in`) and their direct achieving actions (`Drop`, `Load`, `Drive`) to exploit Madagascar's backward-chaining CDCL heuristic, while grouping mutually exclusive crate states (`on`, `in`, `lifting`) adjacently to accelerate fixpoint binary mutex discovery. Additionally, I sorted preconditions to place static and easily satisfiable conditions (like hoist locations and availability) before complex setup requirements, maximizing unit propagation efficiency during SAT solving.",N/A,2668,657,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_Feedback_madagascar_iter1.pddl,2026-05-25T01:59:03.921812
70,depots,gemini-3.1-pro-preview-customtools,madagascar,2,VALID,N/A,1.0,0.5981982666666669,0,14.773150079643832,-0.10486455834742192,False,0.006122496701458147,False,"I refined the predicate ordering to group the mutually exclusive hoist states (`lifting` and `available`) adjacently, correcting a separation in the previous iteration that likely hindered Madagascar's fixpoint binary mutex discovery. Additionally, I maintained goal predicates (`on`, `in`, `at`) and their achieving actions (`Drop`, `Load`, `Drive`) at the top to ensure they receive the lowest SAT variable IDs, optimizing the backward-chaining CDCL heuristic's priority queue.",N/A,2805,654,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_Feedback_madagascar_iter2.pddl,2026-05-25T02:00:07.389334
71,depots,gemini-3.1-pro-preview-customtools,madagascar,3,VALID,N/A,1.0,0.6015458,0,14.704460506892255,-0.1724243692008416,False,-0.06868957275157683,False,"I restructured the domain to strictly align with Madagascar's backward-chaining depth by ordering predicates from goals (`on`, `in`) to subgoals (`lifting`, `available`, `clear`) to deep subgoals (`at`), and ordering actions similarly (Drop, Load, Lift, Unload, Drive) to ensure the CDCL heuristic prioritizes the most direct goal-achieving variables. Additionally, I grouped mutually exclusive crate and hoist states adjacently in the predicate list to accelerate fixpoint binary mutex discovery, and placed static `at` preconditions first to maximize unit propagation efficiency.",MAX_ITER,2963,675,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_Feedback_madagascar_iter3.pddl,2026-05-25T02:01:09.686458
72,barman,gpt-5.4-2026-03-05,madagascar,3,VALID,N/A,0.4,154.27934116666668,0,5.1372109730511,1.4627308867750046,True,1.5940402098287416,True,"I shift the domain toward a stronger goal-production ordering by putting likely goal-state predicates and their direct achievers first, while pushing static support relations and cleanup/setup actions later so Madagascar’s backward-chaining heuristic encounters end-relevant variables earlier. I also group container-state and shaker-state predicates more tightly and order action preconditions/effects to favor direct propagation from common enabling facts before more specific structural constraints.",MAX_ITER,3735,1568,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/barman/barman_gpt-5.4_Feedback_madagascar_iter3.pddl,2026-05-25T02:49:21.413967
73,depots,gpt-5.4-2026-03-05,lama,1,VALID,N/A,1.0,1.9602682666666666,8001,14.883405745786538,0.17874425655365,True,-0.10877483166391322,False,"I prioritize dynamic goal-structuring predicates first, keep static-free applicability checks restrictive and support-oriented, and order actions from simplest enablers to more constrained manipulation steps so LAMA’s translator, preferred-operator extraction, and deferred successor evaluation see the most useful structure earliest. I also place add effects before deletes and put transport/manipulation effects that unlock downstream actions first, aiming to slightly improve relaxed-plan support choices and landmark progression without changing semantics.",N/A,2374,622,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/depots/depots_gpt-5.4_Feedback_lama_iter1.pddl,2026-05-25T02:50:03.851690
74,depots,gpt-5.4-2026-03-05,lama,2,VALID,N/A,1.0,1.9585122666666668,8001,14.96405981647981,0.2294704294410591,True,0.08065407069327257,False,"I prioritize dynamic location/containment/support predicates before resource-status predicates to strengthen invariant synthesis around object placement, and I order actions from simplest enablers to more constrained manipulation steps so deferred successor generation and preferred-operator selection encounter broadly useful movers first. Within actions, I place the most selective and support-defining preconditions earlier and put goal-relevant add effects before auxiliary adds and all deletes, aiming to slightly improve FF relaxed-plan support choices and landmark progression without changing semantics.",N/A,2555,627,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/depots/depots_gpt-5.4_Feedback_lama_iter2.pddl,2026-05-25T02:50:44.661163
75,depots,gpt-5.4-2026-03-05,lama,3,VALID,N/A,1.0,1.945555466666667,8001,14.966766429312198,0.30729209776609356,True,0.0027066128323873784,False,"I prioritize dynamic placement and task-progress predicates before resource-status predicates to strengthen invariant synthesis around crate location/support, and I order actions from the simplest enablers to the more constrained manipulation steps so LAMA’s deferred successor generation and preferred-operator queues encounter broadly useful movers and loaders first. Within each action, I place the most selective support-defining conditions before general dynamic checks and put goal-relevant add effects before auxiliary adds and all deletes, aiming to improve relaxed-plan support choices and landmark progression without changing semantics.",MAX_ITER,2705,634,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/depots/depots_gpt-5.4_Feedback_lama_iter3.pddl,2026-05-25T02:51:27.776587
76,depots,gpt-5.4-2026-03-05,decstar,1,VALID,N/A,0.9333333333333333,5.726238857142858,50056,13.69006134816495,-0.309938651835049,False,-0.3047723151325741,False,"I group single-type/local predicates before cross-type relational predicates and place the most leaf-like manipulation actions before transport-coordination actions, while also ordering each action’s conditions and effects from primary manipulated object to shared hub state. This should further bias DecStar’s translator and factoring toward cleaner crate/hoist/surface local structure and delay globally coupling truck/place interactions, which may help on the remaining hard timeout instance.",N/A,2398,613,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/depots/depots_gpt-5.4_Feedback_decstar_iter1.pddl,2026-05-25T02:54:45.149698
77,depots,gpt-5.4-2026-03-05,decstar,2,VALID,N/A,0.9333333333333333,5.681984142857144,50056,13.707944006826626,-0.28242871131248903,False,0.017882658661676487,False,"I reorder by keeping the globally central transport action separated from the hoist/crate manipulation cluster and by grouping predicates so the broad locatable/place relation comes after more specialized unary and object-pair predicates, avoiding the local-first action sequencing that previously regressed. I also keep preconditions and effects closer to a conservative, semantics-preserving dependency order centered on support relations before availability/location coordination, which should better match DecStar’s successful baseline translator behavior while still mildly demoting globally coupling structure.",N/A,2552,629,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/depots/depots_gpt-5.4_Feedback_decstar_iter2.pddl,2026-05-25T02:58:01.539229
78,depots,gpt-5.4-2026-03-05,decstar,3,VALID,N/A,0.9333333333333333,5.798329714285714,50056,13.502235440611798,-0.48764548639668137,False,-0.20570856621482747,False,"I reorder predicates to keep unary and more object-local relations before mixed coordination relations, but I avoid the previously harmful action clustering by preserving a conservative manipulation-to-transport progression close to the original causal structure. I also reorder each action’s conditions and effects around the primary manipulated object first and shared place/truck coordination last, aiming to mildly improve translator variable ordering without disturbing the baseline-friendly interaction pattern.",MAX_ITER,2703,610,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/depots/depots_gpt-5.4_Feedback_decstar_iter3.pddl,2026-05-25T03:01:19.199617
79,depots,gpt-5.4-2026-03-05,bfws,1,VALID,N/A,1.0,1.8313231333333335,3422,14.573592835495074,0.7492523305168031,True,14.573592835495074,True,"I reordered predicates and actions to prioritize the most common Depot goal facts and their direct achievers, placing crate-position predicates first and ordering support actions so relaxed-plan tie-breaking favors goal-directed manipulation before transport setup. Within each action, I moved goal-proximal preconditions and add-effects earlier while keeping all literals unchanged, which should improve BFWS-Preference bucket discrimination and remain fully compatible with Fast Downward.",N/A,1694,618,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/depots/depots_gpt-5.4_Feedback_bfws_iter1.pddl,2026-05-25T03:02:02.805022
80,depots,gpt-5.4-2026-03-05,bfws,2,INVALID_V4,"{'pred_reordered': 1, 'actions_reordered': 1, 'pre_semantic_change': 1, 'eff_add_reordered': 1, 'has_semantic_change': 1}",0.0,0.0,0,0.0,N/A,N/A,N/A,False,"I reordered the domain to keep goal-facing placement predicates and their direct achievers earliest, while pushing transport support later so BFWS relaxed-plan tie-breaking favors stack/placement structure before generic movement. I also ordered preconditions and effects to expose goal-proximal facts first and preserve add-before-delete structure, aiming for tighter relevant-fluent counts and better novelty partitioning without changing semantics.",N/A,2606,620,N/A,2026-05-25T03:02:10.613710
81,depots,gpt-5.4-2026-03-05,bfws,3,VALID,N/A,1.0,1.7932802666666665,3422,14.58222157661912,0.8422097845724541,True,0.008628741124045547,True,"I reordered the domain to prioritize goal-facing placement structure by putting the placement predicates first and ordering actions so direct achievers of typical Depot goals appear before support and transport actions, while preserving every literal exactly as given. I kept each action’s preconditions and effects semantically identical and only changed their order conservatively to bias BFWS-Preference’s internal IDs and relaxed-plan tie-breaking toward stack-construction fluents without repeating the prior invalid semantic edits.",MAX_ITER,2024,626,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/depots/depots_gpt-5.4_Feedback_bfws_iter3.pddl,2026-05-25T03:02:50.221524
82,depots,gpt-5.4-2026-03-05,madagascar,1,VALID,N/A,1.0,0.6069806666666666,0,14.656611123764934,-0.24332492068373535,False,-0.339556161154027,False,"I prioritize goal-likely state predicates and their direct achievers first, while keeping mutually exclusive location/container/support relations adjacent so Madagascar assigns lower IDs to the most backward-chaining-relevant variables and discovers key invariants early. I also order actions from direct placement achievement through transport-enabling subgoals to setup/mobility support, and within actions place simpler preconditions earlier and add effects before deletes to strengthen unit propagation.",N/A,2498,619,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/depots/depots_gpt-5.4_Feedback_madagascar_iter1.pddl,2026-05-25T03:03:11.051857
83,depots,gpt-5.4-2026-03-05,madagascar,2,VALID,N/A,1.0,0.6075229333333333,0,14.620758424247466,-0.2342896147902842,False,-0.03585269951746817,False,"I prioritize transport-enabling predicates and actions around the strongest exclusivity structure in this domain—object location and containment—rather than front-loading stacking goals, because Madagascar benefits when early variable IDs align with broad mutexes and high-frequency support relations instead of narrower end-state literals. I also place the move and transfer actions before stack-manipulation actions, while keeping simple location/availability preconditions early and add effects before deletes, to favor propagation through the dominant causal backbone of depot plans.",N/A,2633,630,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/depots/depots_gpt-5.4_Feedback_madagascar_iter2.pddl,2026-05-25T03:03:33.923503
84,depots,gpt-5.4-2026-03-05,madagascar,3,VALID,N/A,1.0,0.6179826666666667,0,14.577195971694524,-0.3610802625359877,False,-0.04356245255294233,False,"I prioritize the broadest and most frequently goal-relevant state predicates first—especially crate support/location relations and hoist status—while keeping the strongest mutex families adjacent so Madagascar assigns low IDs to variables that dominate backward chaining and invariant discovery. I also order actions to follow the common causal chain for depot goals from final placement through immediate support actions to transport/setup, with simple location/resource preconditions early and add effects before deletes to encourage stronger unit propagation.",MAX_ITER,2782,623,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/depots/depots_gpt-5.4_Feedback_madagascar_iter3.pddl,2026-05-25T03:03:53.911681
85,barman,claude-opus-4-6,madagascar,3,VALID,N/A,0.26666666666666666,190.47643975,0,3.2905569624184,-0.7094430375815999,False,1.8832571173345045,True,"Looking at the baseline performance (4/15 solved) and my failed iterations, I need to be much more careful. The baseline domain order already solves instances 4, 9, 17, and 18. Iteration 1 (goal-achieving actions first) lost 17 and 18; Iteration 2 (forward causal chain) also lost them. The key insight is that the original domain's ordering is already reasonably good, and dramatic reorderings hurt. I'll make minimal, targeted changes: reorder predicates to group mutual exclusions tightly (empty/contains, clean/used, shaked/unshaked, ontable/holding) for faster mutex discovery, place goal predicates (contains, ontable, handempty, empty, clean) earliest, and keep actions in nearly the original order but swap preconditions within actions to put easily-satisfiable ones first and reorder effects to put add-effects (especially goal-relevant ones) before delete-effects.

My strategy makes minimal structural changes focused on grouping mutually exclusive predicates adjacently for faster mutex discovery and reordering preconditions within actions to place easily-satisfiable conditions first for longer unit propagation chains, while preserving the original action ordering that the baseline successfully used. This conservative approach avoids the dramatic reorderings that caused regressions in iterations 1 and 2 while still targeting the specific SAT encoding optimizations Madagascar can exploit.",MAX_ITER,4693,2165,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_Feedback_madagascar_iter3.pddl,2026-05-25T03:04:22.524039
86,depots,claude-opus-4-6,lama,1,VALID,N/A,1.0,1.9109425999999996,8001,14.999537222328868,0.36778999321970973,True,0.007698596748143771,True,"My reordering strategy focuses on optimizing predicate ordering to place goal-relevant predicates (`on`, `at`, `clear`) first for better mutex discovery and landmark quality, while reordering action preconditions to put the most restrictive/static conditions first for faster applicability checking and better FF best-support selection, and reordering effects to place goal-relevant add-effects before delete-effects. I also reorder actions so that the simplest enabling action (Drive) comes first, followed by the load/unload cycle (Unload, Lift, Drop, Load) which better matches LAMA's greedy forward search pattern for depot problems where crates typically need to be moved between locations.",N/A,2728,729,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/depots/depots_claude-opus-4.6_Feedback_lama_iter1.pddl,2026-05-25T03:05:07.466991
