ID,Domain Name,LLM Model,Prompt ID,LLM_Status,LLM API Time S,Input Tokens Consumed,Output Tokens Generated,Path to Raw LLM Response,Passed Stage V1,Path to Extracted PDDL,Passed VAL Syntactic Check (V2),VAL_error_string,Passed V3,Passed V4,Validation Status,Timestamp
156,barman,gemini-3.1-pro-preview-customtools,4.3,Passed,94.11248898506165,4130,1757,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/madagascar/barman/barman_gemini-3.1-pro_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/barman/barman_gemini-3.1-pro_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T23:37:13.068269+00:00
157,depots,gemini-3.1-pro-preview-customtools,1.1,Passed,36.9496808052063,2559,638,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T23:38:31.809167+00:00
158,barman,gpt-5.4-2026-03-05,4.2,Passed,17.406835079193115,3632,1572,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/madagascar/barman/barman_gpt-5.4_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/barman/barman_gpt-5.4_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T23:39:25.721673+00:00
159,depots,gemini-3.1-pro-preview-customtools,1.2,Passed,41.05128598213196,2744,676,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_lama_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_Feedback_lama_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T23:39:46.240688+00:00
160,depots,gemini-3.1-pro-preview-customtools,1.3,Passed,74.68394184112549,2933,674,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_lama_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/depots/depots_gemini-3.1-pro_Feedback_lama_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T23:41:36.815109+00:00
161,barman,claude-opus-4-6,4.2,Passed,20.79057502746582,4434,2009,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T23:45:02.073322+00:00
162,depots,gemini-3.1-pro-preview-customtools,2.1,Passed,37.21353101730347,1730,655,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T23:45:21.661434+00:00
163,depots,gemini-3.1-pro-preview-customtools,2.2,Passed,62.26671385765076,2719,668,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_decstar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_Feedback_decstar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T23:49:35.526523+00:00
164,depots,gemini-3.1-pro-preview-customtools,2.3,Passed,90.97622990608215,2895,694,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_decstar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/depots/depots_gemini-3.1-pro_Feedback_decstar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T23:54:18.674051+00:00
165,depots,gemini-3.1-pro-preview-customtools,3.1,Passed,32.31637501716614,2633,720,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T23:55:21.937437+00:00
166,depots,gemini-3.1-pro-preview-customtools,3.2,Passed,56.00555920600891,2921,690,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_bfws_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_Feedback_bfws_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T23:56:47.889871+00:00
167,ricochet-robots,deepseek-reasoner,1.1,Passed,24.277621030807495,2405,3542,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/lama/ricochet-robots/ricochet-robots_deepseek-r1_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/ricochet-robots/ricochet-robots_deepseek-r1_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T23:57:58.393943+00:00
168,depots,gemini-3.1-pro-preview-customtools,3.3,Passed,65.0832142829895,3118,681,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/depots/depots_gemini-3.1-pro_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T23:58:18.931520+00:00
169,depots,gemini-3.1-pro-preview-customtools,4.1,Passed,32.9069721698761,2668,657,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_madagascar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_Feedback_madagascar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T23:59:03.922553+00:00
170,depots,gemini-3.1-pro-preview-customtools,4.2,Passed,50.254019021987915,2805,654,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T00:00:07.389996+00:00
171,depots,gemini-3.1-pro-preview-customtools,4.3,Passed,49.99624228477478,2963,675,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/depots/depots_gemini-3.1-pro_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T00:01:09.687072+00:00
172,barman,gpt-5.4-2026-03-05,4.3,Passed,15.60788106918335,3735,1568,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/madagascar/barman/barman_gpt-5.4_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/barman/barman_gpt-5.4_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T00:49:21.414599+00:00
173,depots,gpt-5.4-2026-03-05,1.1,Passed,8.788712978363037,2374,622,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/lama/depots/depots_gpt-5.4_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/depots/depots_gpt-5.4_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T00:50:03.852551+00:00
174,depots,gpt-5.4-2026-03-05,1.2,Passed,7.76092004776001,2555,627,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/lama/depots/depots_gpt-5.4_lama_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/depots/depots_gpt-5.4_Feedback_lama_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T00:50:44.662105+00:00
175,depots,gpt-5.4-2026-03-05,1.3,Passed,8.769604206085205,2705,634,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/lama/depots/depots_gpt-5.4_lama_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/depots/depots_gpt-5.4_Feedback_lama_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T00:51:27.777950+00:00
176,depots,gpt-5.4-2026-03-05,2.1,Passed,6.623838424682617,2398,613,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/decstar/depots/depots_gpt-5.4_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/depots/depots_gpt-5.4_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T00:54:45.150437+00:00
177,depots,gpt-5.4-2026-03-05,2.2,Passed,7.2244720458984375,2552,629,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/decstar/depots/depots_gpt-5.4_decstar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/depots/depots_gpt-5.4_Feedback_decstar_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T00:58:01.539940+00:00
178,depots,gpt-5.4-2026-03-05,2.3,Passed,6.319720029830933,2703,610,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/decstar/depots/depots_gpt-5.4_decstar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/depots/depots_gpt-5.4_Feedback_decstar_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:01:19.200395+00:00
179,depots,gpt-5.4-2026-03-05,3.1,Passed,8.20304012298584,1694,618,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/bfws/depots/depots_gpt-5.4_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/depots/depots_gpt-5.4_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T01:02:02.805711+00:00
180,depots,gpt-5.4-2026-03-05,3.2,Passed,7.358503818511963,2606,620,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/bfws/depots/depots_gpt-5.4_bfws_iter2.txt,True,N/A,True,semantic_change_detected,True,False,INVALID_V4,2026-05-25T01:02:10.614612+00:00
181,depots,gpt-5.4-2026-03-05,3.3,Passed,7.874111175537109,2024,626,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/bfws/depots/depots_gpt-5.4_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/depots/depots_gpt-5.4_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:02:50.222305+00:00
182,depots,gpt-5.4-2026-03-05,4.1,Passed,7.554565906524658,2498,619,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/madagascar/depots/depots_gpt-5.4_madagascar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/depots/depots_gpt-5.4_Feedback_madagascar_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T01:03:11.052575+00:00
183,depots,gpt-5.4-2026-03-05,4.2,Passed,7.3937602043151855,2633,630,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/madagascar/depots/depots_gpt-5.4_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/depots/depots_gpt-5.4_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T01:03:33.924119+00:00
184,depots,gpt-5.4-2026-03-05,4.3,Passed,7.383125066757202,2782,623,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/madagascar/depots/depots_gpt-5.4_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/depots/depots_gpt-5.4_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:03:53.912349+00:00
185,barman,claude-opus-4-6,4.3,Passed,25.273921012878418,4693,2165,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:04:22.524916+00:00
186,depots,claude-opus-4-6,1.1,Passed,11.065416097640991,2728,729,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/lama/depots/depots_claude-opus-4.6_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/depots/depots_claude-opus-4.6_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T01:05:07.467656+00:00
187,depots,claude-opus-4-6,1.2,Passed,10.614989042282104,2981,733,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/lama/depots/depots_claude-opus-4.6_lama_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/depots/depots_claude-opus-4.6_Feedback_lama_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T01:05:54.505937+00:00
188,depots,claude-opus-4-6,1.3,Passed,10.597490072250366,3197,718,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/lama/depots/depots_claude-opus-4.6_lama_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/depots/depots_claude-opus-4.6_Feedback_lama_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:06:40.530786+00:00
189,depots,claude-opus-4-6,2.1,Passed,11.455580949783325,2752,713,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/decstar/depots/depots_claude-opus-4.6_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/depots/depots_claude-opus-4.6_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T01:10:06.053347+00:00
190,ricochet-robots,deepseek-reasoner,1.2,Passed,16.19771409034729,2562,2239,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/lama/ricochet-robots/ricochet-robots_deepseek-r1_lama_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/ricochet-robots/ricochet-robots_deepseek-r1_Feedback_lama_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T01:10:36.515084+00:00
191,ricochet-robots,deepseek-reasoner,1.3,Passed,11.84221887588501,2779,1576,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/lama/ricochet-robots/ricochet-robots_deepseek-r1_lama_iter3.txt,False,N/A,False,extraction_failed,False,False,INVALID_V1,2026-05-25T01:10:48.390215+00:00
192,depots,claude-opus-4-6,2.2,Passed,13.070788860321045,2970,728,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/decstar/depots/depots_claude-opus-4.6_decstar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/depots/depots_claude-opus-4.6_Feedback_decstar_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T01:13:27.406993+00:00
193,ricochet-robots,gemini-3.1-pro-preview-customtools,1.1,Passed,62.47611713409424,2599,677,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/lama/ricochet-robots/ricochet-robots_gemini-3.1-pro_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T01:14:44.869424+00:00
194,depots,claude-opus-4-6,2.3,Passed,15.868555068969727,3200,741,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/decstar/depots/depots_claude-opus-4.6_decstar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/depots/depots_claude-opus-4.6_Feedback_decstar_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:16:49.069786+00:00
195,ricochet-robots,gemini-3.1-pro-preview-customtools,1.2,"Failed: Gemini max tokens reached. Text: To further optimize the domain for LAMA's architecture, I will adjust the action ordering to better ...",0.0,0,0,N/A,False,N/A,False,N/A,False,False,LLM_ERROR,2026-05-25T01:16:51.514017+00:00
196,depots,claude-opus-4-6,3.1,Passed,11.362726926803589,2834,709,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/bfws/depots/depots_claude-opus-4.6_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/depots/depots_claude-opus-4.6_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T01:17:28.806341+00:00
197,depots,claude-opus-4-6,3.2,Passed,12.558995008468628,3064,821,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/bfws/depots/depots_claude-opus-4.6_bfws_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/depots/depots_claude-opus-4.6_Feedback_bfws_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T01:18:13.398161+00:00
198,depots,claude-opus-4-6,3.3,Passed,12.614227056503296,3361,846,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/bfws/depots/depots_claude-opus-4.6_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/depots/depots_claude-opus-4.6_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:18:55.036319+00:00
199,depots,claude-opus-4-6,4.1,Passed,10.78490400314331,2882,778,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/madagascar/depots/depots_claude-opus-4.6_madagascar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/depots/depots_claude-opus-4.6_Feedback_madagascar_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T01:19:17.836391+00:00
200,depots,claude-opus-4-6,4.2,Passed,11.831236839294434,3124,774,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/madagascar/depots/depots_claude-opus-4.6_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/depots/depots_claude-opus-4.6_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-25T01:19:44.978458+00:00
201,depots,claude-opus-4-6,4.3,Passed,16.620786905288696,3380,906,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/madagascar/depots/depots_claude-opus-4.6_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/depots/depots_claude-opus-4.6_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T01:20:13.423135+00:00
202,ricochet-robots,gpt-5.4-2026-03-05,1.1,Passed,6.475032091140747,1933,583,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/lama/ricochet-robots/ricochet-robots_gpt-5.4_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T02:15:57.393828+00:00
203,ricochet-robots,deepseek-reasoner,2.1,Passed,22.947016954421997,2712,2742,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/ricochet-robots/ricochet-robots_deepseek-r1_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/ricochet-robots/ricochet-robots_deepseek-r1_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T02:17:12.237392+00:00
204,ricochet-robots,deepseek-reasoner,2.2,Passed,46.0768940448761,2565,4348,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/ricochet-robots/ricochet-robots_deepseek-r1_decstar_iter2.txt,False,N/A,False,extraction_failed,False,False,INVALID_V1,2026-05-25T02:17:58.347417+00:00
205,ricochet-robots,deepseek-reasoner,2.3,Passed,33.405651807785034,1986,3434,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/ricochet-robots/ricochet-robots_deepseek-r1_decstar_iter3.txt,False,N/A,False,extraction_failed,False,False,INVALID_V1,2026-05-25T02:18:31.786140+00:00
206,ricochet-robots,deepseek-reasoner,3.1,Passed,12.329023122787476,2585,1382,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/ricochet-robots/ricochet-robots_deepseek-r1_bfws_iter1.txt,False,N/A,False,extraction_failed,False,False,INVALID_V1,2026-05-25T02:18:44.225019+00:00
207,ricochet-robots,deepseek-reasoner,3.2,Passed,35.073031187057495,2001,4522,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/ricochet-robots/ricochet-robots_deepseek-r1_bfws_iter2.txt,False,N/A,False,extraction_failed,False,False,INVALID_V1,2026-05-25T02:19:19.332714+00:00
208,ricochet-robots,deepseek-reasoner,3.3,Passed,15.209931135177612,2148,1748,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/ricochet-robots/ricochet-robots_deepseek-r1_bfws_iter3.txt,False,N/A,False,extraction_failed,False,False,INVALID_V1,2026-05-25T02:19:34.575826+00:00
209,ricochet-robots,gemini-3.1-pro-preview-customtools,1.3,Passed,15.515424013137817,1980,661,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/lama/ricochet-robots/ricochet-robots_gemini-3.1-pro_lama_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_lama_iter3.pddl,True,N/A,True,True,VALID,2026-05-25T02:29:00.979179+00:00
210,ricochet-robots,claude-opus-4-6,1.1,Passed,11.735901117324829,2740,744,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/lama/ricochet-robots/ricochet-robots_claude-opus-4.6_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-25T02:32:16.623342+00:00
